food_category,food_item,supply_intake,unit,data_from,food_origin,supplier,date_reported,price_this_morning
Livestock / Poultry,Live chicken,29740,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,14/9/2016,NA
Marine fish,-,2202,(picul),(Yesterday),-,Fish Marketing Organization,14/9/2016,NA
Freshwater fish,-,2500,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,14/9/2016,NA
Vegetables,-,5214,(picul),(Yesterday),-,Vegetable Marketing Organization,14/9/2016,NA
Vegetables,-,10313,(picul),(Yesterday),-,Government Wholesale Markets,14/9/2016,NA
Eggs,-,4990000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,14/9/2016,NA
Livestock / Poultry,Live pig,3773,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,15/9/2016,NA
Livestock / Poultry,Live pig,274,(head),(Yesterday),Local,Food and Environmental Hygiene Department,15/9/2016,NA
Livestock / Poultry,Live cattle,59,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,15/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,15/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,15/9/2016,NA
Livestock / Poultry,Live chicken,23257,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,15/9/2016,NA
Marine fish,-,1336,(picul),(Yesterday),-,Fish Marketing Organization,15/9/2016,NA
Freshwater fish,-,1908,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,15/9/2016,NA
Vegetables,-,5726,(picul),(Yesterday),-,Vegetable Marketing Organization,15/9/2016,NA
Vegetables,-,10907,(picul),(Yesterday),-,Government Wholesale Markets,15/9/2016,NA
Eggs,-,7080000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,15/9/2016,NA
Livestock / Poultry,Live pig,3303,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,16/9/2016,NA
Livestock / Poultry,Live pig,187,(head),(Yesterday),Local,Food and Environmental Hygiene Department,16/9/2016,NA
Livestock / Poultry,Live cattle,55,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,16/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,16/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,16/9/2016,NA
Livestock / Poultry,Live chicken,8467,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,16/9/2016,NA
Marine fish,-,454,(picul),(Yesterday),-,Fish Marketing Organization,16/9/2016,NA
Freshwater fish,-,1908,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,16/9/2016,NA
Vegetables,-,4706,(picul),(Yesterday),-,Vegetable Marketing Organization,16/9/2016,NA
Vegetables,-,11979,(picul),(Yesterday),-,Government Wholesale Markets,16/9/2016,NA
Eggs,-,3400000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,16/9/2016,NA
Livestock / Poultry,Live pig,3315,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,17/9/2016,NA
Livestock / Poultry,Live pig,162,(head),(Yesterday),Local,Food and Environmental Hygiene Department,17/9/2016,NA
Livestock / Poultry,Live cattle,18,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,17/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,17/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,17/9/2016,NA
Livestock / Poultry,Live chicken,15384,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,17/9/2016,NA
Marine fish,-,1165,(picul),(Yesterday),-,Fish Marketing Organization,17/9/2016,NA
Freshwater fish,-,2313,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,17/9/2016,NA
Vegetables,-,3689,(picul),(Yesterday),-,Vegetable Marketing Organization,17/9/2016,NA
Vegetables,-,9884,(picul),(Yesterday),-,Government Wholesale Markets,17/9/2016,NA
Eggs,-,1750000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,17/9/2016,NA
Livestock / Poultry,Live pig,3175,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,18/9/2016,NA
Livestock / Poultry,Live pig,229,(head),(Yesterday),Local,Food and Environmental Hygiene Department,18/9/2016,NA
Livestock / Poultry,Live cattle,55,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,18/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,18/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,18/9/2016,NA
Livestock / Poultry,Live chicken,8430,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,18/9/2016,NA
Marine fish,-,1193,(picul),(Yesterday),-,Fish Marketing Organization,18/9/2016,NA
Freshwater fish,-,2329,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,18/9/2016,NA
Vegetables,-,4843,(picul),(Yesterday),-,Vegetable Marketing Organization,18/9/2016,NA
Vegetables,-,10659,(picul),(Yesterday),-,Government Wholesale Markets,18/9/2016,NA
Eggs,-,3680000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,18/9/2016,NA
Livestock / Poultry,Live pig,4312,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,19/9/2016,NA
Livestock / Poultry,Live pig,259,(head),(Yesterday),Local,Food and Environmental Hygiene Department,19/9/2016,NA
Livestock / Poultry,Live cattle,41,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,19/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,19/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,19/9/2016,NA
Livestock / Poultry,Live chicken,7665,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,19/9/2016,NA
Marine fish,-,1601,(picul),(Yesterday),-,Fish Marketing Organization,19/9/2016,NA
Freshwater fish,-,2473,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,19/9/2016,NA
Vegetables,-,5051,(picul),(Yesterday),-,Vegetable Marketing Organization,19/9/2016,NA
Vegetables,-,8250,(picul),(Yesterday),-,Government Wholesale Markets,19/9/2016,NA
Eggs,-,0,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,19/9/2016,NA
Livestock / Poultry,Live pig,4477,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,20/9/2016,NA
Livestock / Poultry,Live pig,259,(head),(Yesterday),Local,Food and Environmental Hygiene Department,20/9/2016,NA
Livestock / Poultry,Live cattle,63,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,20/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,20/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,20/9/2016,NA
Livestock / Poultry,Live chicken,7600,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,20/9/2016,NA
Marine fish,-,1812,(picul),(Yesterday),-,Fish Marketing Organization,20/9/2016,NA
Freshwater fish,-,2483,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,20/9/2016,NA
Vegetables,-,5302,(picul),(Yesterday),-,Vegetable Marketing Organization,20/9/2016,NA
Vegetables,-,11567,(picul),(Yesterday),-,Government Wholesale Markets,20/9/2016,NA
Eggs,-,2580000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,20/9/2016,NA
Livestock / Poultry,Live pig,3975,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,21/9/2016,NA
Livestock / Poultry,Live pig,221,(head),(Yesterday),Local,Food and Environmental Hygiene Department,21/9/2016,NA
Livestock / Poultry,Live cattle,13,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,21/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,21/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,21/9/2016,NA
Livestock / Poultry,Live chicken,7386,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,21/9/2016,NA
Marine fish,-,1713,(picul),(Yesterday),-,Fish Marketing Organization,21/9/2016,NA
Freshwater fish,-,2568,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,21/9/2016,NA
Vegetables,-,5235,(picul),(Yesterday),-,Vegetable Marketing Organization,21/9/2016,NA
Vegetables,-,11303,(picul),(Yesterday),-,Government Wholesale Markets,21/9/2016,NA
Eggs,-,5280000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,21/9/2016,NA
Livestock / Poultry,Live pig,4238,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,22/9/2016,NA
Livestock / Poultry,Live pig,240,(head),(Yesterday),Local,Food and Environmental Hygiene Department,22/9/2016,NA
Livestock / Poultry,Live cattle,65,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,22/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,22/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,22/9/2016,NA
Livestock / Poultry,Live chicken,8196,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,22/9/2016,NA
Marine fish,-,1890,(picul),(Yesterday),-,Fish Marketing Organization,22/9/2016,NA
Freshwater fish,-,2583,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,22/9/2016,NA
Vegetables,-,5147,(picul),(Yesterday),-,Vegetable Marketing Organization,22/9/2016,NA
Vegetables,-,11468,(picul),(Yesterday),-,Government Wholesale Markets,22/9/2016,NA
Eggs,-,5600000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,22/9/2016,NA
Livestock / Poultry,Live pig,3418,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,23/9/2016,NA
Livestock / Poultry,Live pig,211,(head),(Yesterday),Local,Food and Environmental Hygiene Department,23/9/2016,NA
Livestock / Poultry,Live cattle,63,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,23/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,23/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,23/9/2016,NA
Livestock / Poultry,Live chicken,6902,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,23/9/2016,NA
Marine fish,-,1694,(picul),(Yesterday),-,Fish Marketing Organization,23/9/2016,NA
Freshwater fish,-,3301,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,23/9/2016,NA
Vegetables,-,5384,(picul),(Yesterday),-,Vegetable Marketing Organization,23/9/2016,NA
Vegetables,-,11385,(picul),(Yesterday),-,Government Wholesale Markets,23/9/2016,NA
Eggs,-,3760000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,23/9/2016,NA
Livestock / Poultry,Live pig,4009,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,24/9/2016,NA
Livestock / Poultry,Live pig,238,(head),(Yesterday),Local,Food and Environmental Hygiene Department,24/9/2016,NA
Livestock / Poultry,Live cattle,57,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,24/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,24/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,24/9/2016,NA
Livestock / Poultry,Live chicken,11793,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,24/9/2016,NA
Marine fish,-,2006,(picul),(Yesterday),-,Fish Marketing Organization,24/9/2016,NA
Freshwater fish,-,2629,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,24/9/2016,NA
Vegetables,-,5162,(picul),(Yesterday),-,Vegetable Marketing Organization,24/9/2016,NA
Vegetables,-,10758,(picul),(Yesterday),-,Government Wholesale Markets,24/9/2016,NA
Eggs,-,4380000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,24/9/2016,NA
Livestock / Poultry,Live pig,3445,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,25/9/2016,NA
Livestock / Poultry,Live pig,256,(head),(Yesterday),Local,Food and Environmental Hygiene Department,25/9/2016,NA
Livestock / Poultry,Live cattle,37,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,25/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,25/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,25/9/2016,NA
Livestock / Poultry,Live chicken,11200,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,25/9/2016,NA
Marine fish,-,1514,(picul),(Yesterday),-,Fish Marketing Organization,25/9/2016,NA
Freshwater fish,-,2588,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,25/9/2016,NA
Vegetables,-,4901,(picul),(Yesterday),-,Vegetable Marketing Organization,25/9/2016,NA
Vegetables,-,10692,(picul),(Yesterday),-,Government Wholesale Markets,25/9/2016,NA
Eggs,-,3360000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,25/9/2016,NA
Livestock / Poultry,Live pig,4505,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,26/9/2016,NA
Livestock / Poultry,Live pig,275,(head),(Yesterday),Local,Food and Environmental Hygiene Department,26/9/2016,NA
Livestock / Poultry,Live cattle,33,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,26/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,26/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,26/9/2016,NA
Livestock / Poultry,Live chicken,7696,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,26/9/2016,NA
Marine fish,-,1782,(picul),(Yesterday),-,Fish Marketing Organization,26/9/2016,NA
Freshwater fish,-,2488,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,26/9/2016,NA
Vegetables,-,4824,(picul),(Yesterday),-,Vegetable Marketing Organization,26/9/2016,NA
Vegetables,-,8019,(picul),(Yesterday),-,Government Wholesale Markets,26/9/2016,NA
Eggs,-,280000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,26/9/2016,NA
Livestock / Poultry,Live pig,3918,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,27/9/2016,NA
Livestock / Poultry,Live pig,227,(head),(Yesterday),Local,Food and Environmental Hygiene Department,27/9/2016,NA
Livestock / Poultry,Live cattle,43,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,27/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,27/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,27/9/2016,NA
Livestock / Poultry,Live chicken,8090,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,27/9/2016,NA
Marine fish,-,2042,(picul),(Yesterday),-,Fish Marketing Organization,27/9/2016,NA
Freshwater fish,-,2471,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,27/9/2016,NA
Vegetables,-,5587,(picul),(Yesterday),-,Vegetable Marketing Organization,27/9/2016,NA
Vegetables,-,10709,(picul),(Yesterday),-,Government Wholesale Markets,27/9/2016,NA
Eggs,-,4720000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,27/9/2016,NA
Livestock / Poultry,Live pig,3822,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,28/9/2016,NA
Livestock / Poultry,Live pig,241,(head),(Yesterday),Local,Food and Environmental Hygiene Department,28/9/2016,NA
Livestock / Poultry,Live cattle,41,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,28/9/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,28/9/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,28/9/2016,NA
Livestock / Poultry,Live chicken,8090,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,28/9/2016,NA
Marine fish,-,1880,(picul),(Yesterday),-,Fish Marketing Organization,28/9/2016,NA
Freshwater fish,-,2598,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,28/9/2016,NA
